Step,gamma0,gamma1,gamma2,gamma3,gamma4,gamma5,gamma6,gamma7,loss(train),loss(validate)
1940,0.2768917381763458,0.11761481314897537,-0.0012600021436810493,0.003354728454723954,-0.0032313179690390825,0.0008115501841530204,-0.021215572953224182,-0.015468585304915905,0.09925840049982071,0.10164550691843033
1960,0.2780011296272278,0.11822547763586044,-0.001096869120374322,0.00345425121486187,-0.0032632153015583754,0.0007852395065128803,-0.02132166549563408,-0.015541113913059235,0.10104770213365555,0.10909290611743927
1980,0.2790577709674835,0.1188369020819664,-0.0009302790276706219,0.0035502167884260416,-0.003257105126976967,0.000776217901147902,-0.02144782803952694,-0.015615916810929775,0.09929975122213364,0.1004890501499176
2000,0.27998751401901245,0.11942562460899353,-0.0007765577174723148,0.003629995509982109,-0.0032858233898878098,0.0007707904442213476,-0.021538006141781807,-0.015682438388466835,0.1001063659787178,0.1037815660238266
2020,0.2810494005680084,0.12006473541259766,-0.0006609880365431309,0.0037116205785423517,-0.003308785380795598,0.0007711622747592628,-0.021627619862556458,-0.015768447890877724,0.09931968152523041,0.09899082779884338
2040,0.2821907699108124,0.120696060359478,-0.0005411991151049733,0.0038007600232958794,-0.0033430103212594986,0.0007544687832705677,-0.02172798477113247,-0.015851357951760292,0.09655315428972244,0.10123072564601898
2060,0.2832436263561249,0.12127454578876495,-0.00036953826202079654,0.00389494514092803,-0.0033376794308423996,0.0007468267576768994,-0.021798934787511826,-0.015928275883197784,0.10215030610561371,0.10324069112539291
2080,0.2844475507736206,0.1218675822019577,-0.0002078367251669988,0.003961486276239157,-0.00330385472625494,0.0007476200116798282,-0.02190646529197693,-0.016016723588109016,0.09779888391494751,0.10890994966030121
2100,0.2858438193798065,0.12257790565490723,-3.981795089202933e-05,0.004049974959343672,-0.0032763376366347075,0.0007446527597494423,-0.021992504596710205,-0.016086742281913757,0.1074400246143341,0.10415823012590408
2120,0.2877805233001709,0.12331074476242065,0.00011404594260966405,0.004144345875829458,-0.0032295985147356987,0.0007632612832821906,-0.022094164043664932,-0.016136925667524338,0.09844748675823212,0.10490261018276215
2140,0.2889023423194885,0.12390492111444473,0.00028538721380755305,0.004252155311405659,-0.0032272471580654383,0.0007639836985617876,-0.022176777943968773,-0.016202379018068314,0.10075178742408752,0.10155472159385681
2160,0.2897822856903076,0.12445694208145142,0.00040175532922148705,0.004363264888525009,-0.003273335751146078,0.0007451187702827156,-0.022242985665798187,-0.016273269429802895,0.10023204237222672,0.10030989348888397
2180,0.2907210886478424,0.12506325542926788,0.0005323672667145729,0.00439895736053586,-0.0033249540720134974,0.0007170186145231128,-0.022297030314803123,-0.0163414366543293,0.09613730013370514,0.09771260619163513
2200,0.2915455102920532,0.12563171982765198,0.0006931028328835964,0.0044623552821576595,-0.0033706396352499723,0.0007126060081645846,-0.022357501089572906,-0.01642627827823162,0.09584198147058487,0.09670065343379974
2220,0.2924778461456299,0.1261788010597229,0.0008308185497298837,0.004539717920124531,-0.003406011965125799,0.0007035571616142988,-0.02243054285645485,-0.01650719717144966,0.09895087033510208,0.09909073263406754
2240,0.29346534609794617,0.12668104469776154,0.0010348622454330325,0.004636868368834257,-0.003408418269827962,0.0006885699694976211,-0.022503819316625595,-0.01656697317957878,0.09405378997325897,0.0973566472530365
2260,0.2945178747177124,0.12722881138324738,0.0011479243403300643,0.004697650205343962,-0.0034450655803084373,0.0006767160957679152,-0.02257291041314602,-0.016637548804283142,0.09465533494949341,0.10187838971614838
2280,0.29564210772514343,0.1278054565191269,0.0013150264276191592,0.004761996679008007,-0.00349420215934515,0.0006747402367182076,-0.022667499259114265,-0.016708457842469215,0.104498490691185,0.09697649627923965
2300,0.29666194319725037,0.12834498286247253,0.0015252133598551154,0.004832088481634855,-0.003517684992402792,0.0006815335364080966,-0.02277301624417305,-0.01677088439464569,0.09808972477912903,0.10257238149642944
2320,0.2978021204471588,0.12892304360866547,0.0017112868372350931,0.004908539820462465,-0.0035188854672014713,0.0007070006686262786,-0.022824233397841454,-0.01682804897427559,0.09493450075387955,0.09657106548547745
2340,0.2986925542354584,0.12936687469482422,0.0018706804839894176,0.005012161564081907,-0.0035401282366365194,0.0007188832969404757,-0.02291862666606903,-0.016890445724129677,0.09358503669500351,0.09815248847007751
2360,0.29961028695106506,0.12991200387477875,0.0020393063314259052,0.0050809429958462715,-0.003574279136955738,0.0007173704216256738,-0.022983945906162262,-0.016961703076958656,0.09406600892543793,0.09536823630332947
2380,0.300607293844223,0.13047368824481964,0.0021991822868585587,0.005105560179799795,-0.00362965720705688,0.0007251620409078896,-0.023046039044857025,-0.01702829822897911,0.09681887924671173,0.09785662591457367
2400,0.3015556037425995,0.1309540867805481,0.0023814428132027388,0.005143655464053154,-0.0036590814124792814,0.00072681182064116,-0.023120073601603508,-0.017076238989830017,0.09271858632564545,0.09404517710208893
2420,0.30225232243537903,0.13142889738082886,0.0024845656007528305,0.0051709916442632675,-0.0037267087027430534,0.0007073031738400459,-0.023199239745736122,-0.017142856493592262,0.09593729674816132,0.09545977413654327
2440,0.3031947910785675,0.13188813626766205,0.0026026316918432713,0.005250322632491589,-0.0037690873723477125,0.0006847473559901118,-0.023292699828743935,-0.017214689403772354,0.09297967702150345,0.09545356035232544
2460,0.30410274863243103,0.13242629170417786,0.002753059146925807,0.00528227211907506,-0.003820829326286912,0.0006707440479658544,-0.0233490988612175,-0.017271487042307854,0.09288647770881653,0.09359883517026901
2480,0.3050411343574524,0.13294491171836853,0.0028980975039303303,0.005308407824486494,-0.003849188331514597,0.0006442790036089718,-0.02343650907278061,-0.017332976683974266,0.09405255317687988,0.09528259932994843
2500,0.3057485520839691,0.13340717554092407,0.003079675603657961,0.005370542407035828,-0.003862765384837985,0.0006269020959734917,-0.023530516773462296,-0.0173949021846056,0.09516255557537079,0.09537702053785324
2520,0.30671051144599915,0.1340034455060959,0.003215885953977704,0.005397305358201265,-0.0038915863260626793,0.0006308185402303934,-0.023620007559657097,-0.017472999170422554,0.09421288967132568,0.09611938148736954
2540,0.30765947699546814,0.13455651700496674,0.0033444284927099943,0.005453804042190313,-0.003909793682396412,0.0006488956278190017,-0.023707233369350433,-0.017545396462082863,0.09688080102205276,0.09694540500640869
2560,0.30860957503318787,0.13510678708553314,0.003551313653588295,0.005516097880899906,-0.003919951617717743,0.0006588048418052495,-0.0238061361014843,-0.017625942826271057,0.09770375490188599,0.09539413452148438
2580,0.30972230434417725,0.13568826019763947,0.00367670226842165,0.005516619421541691,-0.003959077410399914,0.0006716580828651786,-0.02387111447751522,-0.01768450252711773,0.09254416078329086,0.09382238984107971
2600,0.3106713891029358,0.13625933229923248,0.0038456220645457506,0.005568676628172398,-0.003972992300987244,0.0006854796665720642,-0.02398209273815155,-0.017762741073966026,0.09148676693439484,0.09289617091417313
